sentence_id	words	labels
13	are	O
13	the	O
13	main	O
13	differences	O
13	between	O
13	a	O
13	function	OBJ
13	a	O
13	method	OBJ
13	a	O
13	procedure	OBJ
13	and	O
13	a	O
13	subroutine	OBJ
14	what	O
14	are	O
14	the	O
14	difference	O
14	between	O
14	spores	OBJ
14	and	O
14	gametes	OBJ
15	why	O
15	do	O
15	you	OBJ
15	think	O
15	you	O
15	are	O
15	superior	O
15	to	O
15	most	OBJ
15	of	OBJ
15	the	OBJ
15	people	OBJ
15	around	OBJ
15	you	OBJ
16	would	O
16	you	O
16	rather	O
16	have	O
16	great	OBJ
16	foreplay	OBJ
16	or	O
16	great	OBJ
16	sex	OBJ
17	why	O
17	is	O
17	the	O
17	length	OBJ
17	of	OBJ
17	a	OBJ
17	lunar	OBJ
17	day	OBJ
17	different	O
17	from	O
17	the	O
17	length	OBJ
17	of	OBJ
17	a	OBJ
17	solar	OBJ
17	day	OBJ
18	do	O
18	you	O
18	think	O
18	that	O
18	it	O
18	is	O
18	easier	O
18	to	O
18	learn	O
18	new	O
18	subjects	O
18	by	OBJ
18	yourself	OBJ
18	or	O
18	do	O
18	you	O
18	think	O
18	it	O
18	is	O
18	better	O
18	to	O
18	have	OBJ
18	a	OBJ
18	teacher	OBJ
19	what	O
19	sea	OBJ
19	creature	OBJ
19	has	O
19	the	O
19	largest	O
19	brain	O
19	octopus	OBJ
20	what	O
20	s	O
20	the	O
20	difference	O
20	between	O
20	fimo	OBJ
20	clay	OBJ
20	and	O
20	polymer	OBJ
20	clay	OBJ
21	learning	O
21	guitar	O
21	should	O
21	i	O
21	start	O
21	at	O
21	low	OBJ
21	end	OBJ
21	or	O
21	high	OBJ
21	end	OBJ
22	apprenticeship	OBJ
22	vs	O
22	imitation	OBJ
22	learning	OBJ
22	what	O
22	is	O
22	the	O
22	difference	O
23	what	O
23	is	O
23	more	O
23	difficult	O
23	to	O
23	make	O
23	beer	OBJ
23	or	O
23	wine	OBJ
24	is	O
24	it	O
24	better	O
24	to	O
24	load	OBJ
24	up	OBJ
24	a	OBJ
24	class	OBJ
24	with	OBJ
24	methods	OBJ
24	or	O
24	extend	OBJ
24	member	OBJ
24	functionality	OBJ
24	in	OBJ
24	a	OBJ
24	local	OBJ
24	subclass	OBJ
25	who	O
25	would	O
25	you	O
25	rather	O
25	have	O
25	as	O
25	your	O
25	coach	O
25	bobby	OBJ
25	bowden	OBJ
25	or	O
25	joe	OBJ
25	paterno	OBJ
26	who	O
26	in	O
26	ur	O
26	view	O
26	are	O
26	better	O
26	to	O
26	hang	O
26	out	O
26	with	O
26	irrespective	O
26	of	O
26	ur	O
26	own	O
26	gender	O
26	guys	OBJ
26	or	O
26	girls	OBJ
27	what	O
27	is	O
27	the	O
27	difference	O
27	between	O
27	unix	OBJ
27	and	O
27	linux	OBJ
28	how	O
28	much	O
28	urjit	OBJ
28	patel	OBJ
28	suits	O
28	to	O
28	rbi	O
28	as	O
28	a	O
28	governor	O
28	compare	O
28	with	O
28	raghuram	OBJ
28	rajan	OBJ
28	sir	O
29	what	O
29	came	O
29	first	O
29	adam	OBJ
29	eve	OBJ
29	or	O
29	dinosaurs	OBJ
30	which	O
30	place	O
30	is	O
30	best	O
30	to	O
30	work	O
30	mumbai	OBJ
30	or	O
30	delhi	OBJ
31	what	O
31	is	O
31	the	O
31	difference	O
31	between	O
31	air	OBJ
31	brakes	OBJ
31	and	O
31	hydraulic	OBJ
31	brakes	OBJ
32	what	O
32	is	O
32	gate	OBJ
32	how	O
32	difficult	O
32	is	O
32	it	OBJ
32	compared	O
32	to	O
32	jee	OBJ
33	what	O
33	is	O
33	the	O
33	basic	O
33	difference	O
33	between	O
33	inductor	OBJ
33	and	O
33	coil	OBJ
34	what	O
34	is	O
34	the	O
34	difference	O
34	between	O
34	private	OBJ
34	equity	OBJ
34	fund	OBJ
34	and	O
34	venture	OBJ
34	capital	OBJ
34	fund	OBJ
34	exempt	OBJ
34	reporting	OBJ
34	adviser	OBJ
35	talks	OBJ
35	vs	O
35	poster	OBJ
35	presentations	OBJ
35	which	O
35	is	O
35	better	O
35	for	O
35	advertising	O
35	your	O
35	research	O
35	and	O
35	building	O
35	research	O
35	networks	O
36	which	O
36	is	O
36	better	O
36	pc	OBJ
36	or	O
36	mac	OBJ
37	how	O
37	cold	O
37	can	O
37	the	O
37	gobi	OBJ
37	desert	OBJ
37	get	O
37	and	O
37	how	O
37	do	O
37	its	O
37	average	O
37	temperatures	O
37	compare	O
37	to	O
37	the	O
37	ones	O
37	in	O
37	the	O
37	great	OBJ
37	victoria	OBJ
37	desert	OBJ
38	what	O
38	is	O
38	a	O
38	major	O
38	difference	O
38	between	O
38	eukaryotic	OBJ
38	dna	OBJ
38	replication	OBJ
38	and	O
38	prokaryotic	OBJ
38	dna	OBJ
38	replication	OBJ
39	which	O
39	are	O
39	better	O
39	white	OBJ
39	women	OBJ
39	or	O
39	black	OBJ
39	women	OBJ
40	which	O
40	diploma	O
40	atcl	OBJ
40	or	O
40	dipabrsm	OBJ
41	when	O
41	would	O
41	polling	OBJ
41	for	OBJ
41	events	OBJ
41	be	O
41	better	O
41	than	O
41	using	OBJ
41	observer	OBJ
41	pattern	OBJ
42	is	O
42	beer	OBJ
42	or	O
42	coke	OBJ
42	worse	O
42	4	O
42	u	O
42	2	O
42	drink	O
42	in	O
42	a	O
42	long	O
42	term	O
42	acount	O
43	was	O
43	wonder	OBJ
43	woman	OBJ
43	the	O
43	first	O
43	woman	OBJ
43	superhero	OBJ
44	what	O
44	is	O
44	the	O
44	difference	O
44	between	O
44	agp	OBJ
44	and	O
44	pci	OBJ
44	graphics	OBJ
44	cards	OBJ
45	what	O
45	is	O
45	the	O
45	difference	O
45	between	O
45	a	O
45	wilted	OBJ
45	salad	OBJ
45	and	O
45	a	O
45	massaged	OBJ
45	salad	OBJ
46	how	O
46	is	O
46	a	O
46	tf	OBJ
46	card	OBJ
46	different	O
46	from	O
46	an	O
46	sd	OBJ
46	card	OBJ
47	slf4j	OBJ
47	vs	O
47	log4j	OBJ
47	which	O
47	one	O
47	to	O
47	prefer	O
48	what	O
48	is	O
48	ontario	OBJ
48	s	OBJ
48	motto	OBJ
48	and	OBJ
48	its	OBJ
48	significance	OBJ
48	how	O
48	does	O
48	it	O
48	compare	O
48	to	O
48	arizona	OBJ
48	s	OBJ
49	how	O
49	good	O
49	are	O
49	the	O
49	best	OBJ
49	neuroscience	OBJ
49	programs	OBJ
49	in	OBJ
49	india	OBJ
49	are	O
49	they	O
49	comparable	O
49	with	O
49	worldwide	OBJ
49	top	OBJ
49	universities	OBJ
50	which	O
50	do	O
50	u	O
50	think	O
50	is	O
50	better	O
50	why	O
50	yahoo	OBJ
50	msn	OBJ
50	or	O
50	aol	OBJ
51	who	O
51	are	O
51	you	O
51	closer	O
51	to	O
51	your	OBJ
51	dad	OBJ
51	or	O
51	your	OBJ
51	mom	OBJ
52	what	O
52	is	O
52	the	O
52	difference	O
52	between	O
52	proc	OBJ
52	means	OBJ
52	and	O
52	summary	OBJ
53	what	O
53	made	O
53	facebook	OBJ
53	wildly	O
53	more	O
53	successful	O
53	than	O
53	other	OBJ
53	social	OBJ
53	networking	OBJ
53	sites	OBJ
53	like	OBJ
53	orkut	OBJ
53	and	OBJ
53	myspace	OBJ
54	what	O
54	is	O
54	the	O
54	difference	O
54	between	O
54	the	O
54	always	OBJ
54	reloading	OBJ
54	and	O
54	not	OBJ
54	so	OBJ
54	often	OBJ
54	reloading	OBJ
54	websites	OBJ
55	who	O
55	is	O
55	the	O
55	best	O
55	actress	OBJ
55	to	O
55	play	O
55	the	O
55	role	O
55	of	O
55	sati	O
55	anandmayi	O
55	and	O
55	best	O
55	actor	OBJ
55	to	O
55	act	O
55	as	O
55	shiva	O
55	in	O
55	the	O
55	cinematization	O
55	of	O
55	immortals	O
55	of	O
55	meluha	O
56	i	O
56	m	O
56	in	O
56	the	O
56	market	O
56	for	O
56	a	O
56	new	O
56	laptop	O
56	should	O
56	i	O
56	go	O
56	with	O
56	a	O
56	powerbook	OBJ
56	or	O
56	a	O
56	vaio	OBJ
56	fj	OBJ
56	series	OBJ
57	which	O
57	is	O
57	better	O
57	limewire	OBJ
57	or	O
57	bearshare	OBJ
58	should	O
58	i	O
58	join	O
58	tcs	OBJ
58	or	O
58	qainfotech	OBJ
59	what	O
59	is	O
59	the	O
59	difference	O
59	between	O
59	service	OBJ
59	and	O
59	bill	OBJ
59	rendered	OBJ
60	is	O
60	the	O
60	softmax	OBJ
60	loss	OBJ
60	the	O
60	same	O
60	as	O
60	the	O
60	cross	OBJ
60	entropy	OBJ
60	loss	OBJ
61	what	O
61	s	O
61	the	O
61	difference	O
61	between	O
61	light	OBJ
61	rosin	OBJ
61	and	O
61	dark	OBJ
61	rosin	OBJ
62	in	O
62	what	O
62	aspects	O
62	is	O
62	kolkata	OBJ
62	calcutta	OBJ
62	a	O
62	better	O
62	city	O
62	than	O
62	ahmedabad	OBJ
63	which	O
63	book	O
63	is	O
63	first	O
63	the	O
63	davinci	OBJ
63	code	OBJ
63	or	O
63	angels	OBJ
63	and	OBJ
63	demons	OBJ
64	what	O
64	is	O
64	the	O
64	difference	O
64	between	O
64	alcohol	OBJ
64	and	O
64	hydrogen	OBJ
64	peroxide	OBJ
65	which	O
65	is	O
65	better	O
65	haskell	OBJ
65	and	OBJ
65	lisp	OBJ
65	vs	O
65	haskell	OBJ
65	or	OBJ
65	lisp	OBJ
66	which	O
66	came	O
66	first	O
66	chicken	OBJ
66	or	O
66	the	O
66	egg	OBJ
67	miele	OBJ
67	asko	OBJ
67	bosch	OBJ
67	dishwasher	OBJ
67	which	O
67	one	O
67	too	O
67	choose	O
67	looking	O
67	for	O
67	quality	O
67	functionality	O
68	is	O
68	it	O
68	cheaper	O
68	and	O
68	or	O
68	easier	O
68	to	O
68	buy	OBJ
68	a	OBJ
68	cheap	OBJ
68	tent	OBJ
68	and	OBJ
68	sleeping	OBJ
68	bag	OBJ
68	in	OBJ
68	turkey	OBJ
68	or	O
68	bulgaria	OBJ
69	how	O
69	do	O
69	the	O
69	tourist	OBJ
69	attractions	OBJ
69	on	OBJ
69	the	OBJ
69	scandinavian	OBJ
69	highlands	OBJ
69	compare	O
69	to	O
69	attractions	OBJ
69	in	OBJ
69	luxembourg	OBJ
70	is	O
70	there	O
70	a	O
70	difference	O
70	between	O
70	classical	OBJ
70	singing	OBJ
70	and	O
70	opera	OBJ
71	which	O
71	one	O
71	is	O
71	better	O
71	amd	OBJ
71	turion64	OBJ
71	or	O
71	intel	OBJ
71	pentium	OBJ
71	4	OBJ
72	what	O
72	is	O
72	the	O
72	difference	O
72	between	O
72	a	O
72	design	OBJ
72	exception	OBJ
72	and	O
72	a	O
72	design	OBJ
72	variance	OBJ
72	fdot	OBJ
73	getting	O
73	to	O
73	cappadocia	O
73	nevsehir	OBJ
73	or	O
73	kayseri	OBJ
73	airport	OBJ
73	which	O
73	is	O
73	better	O
74	will	O
74	microwaving	OBJ
74	lemons	OBJ
74	make	O
74	them	O
74	easier	O
74	or	O
74	more	O
74	efficient	O
74	to	O
74	juice	O
75	should	O
75	i	O
75	use	O
75	numa	OBJ
75	or	O
75	smp	OBJ
75	with	O
75	vista	O
75	64	O
75	bit	O
76	who	O
76	are	O
76	more	O
76	intelligent	O
76	men	OBJ
76	or	O
76	woman	OBJ
76	i	O
76	think	O
76	we	O
76	know	O
76	the	O
76	answer	O
77	what	O
77	are	O
77	the	O
77	different	O
77	between	O
77	chinese	OBJ
77	and	O
77	western	OBJ
77	diet	OBJ
77	culture	OBJ
78	which	O
78	bike	O
78	is	O
78	preferred	O
78	in	O
78	bangalore	O
78	fz	OBJ
78	v	OBJ
78	2	OBJ
78	or	O
78	pulsar	OBJ
78	200ns	OBJ
79	how	O
79	do	O
79	nude	OBJ
79	beaches	OBJ
79	in	OBJ
79	punta	OBJ
79	cana	OBJ
79	compare	O
79	to	O
79	other	OBJ
79	nude	OBJ
79	beaches	OBJ
79	in	O
79	barbados	O
80	why	O
80	is	O
80	mumbai	OBJ
80	london	OBJ
80	dallas	OBJ
80	denver	OBJ
80	more	O
80	expensive	O
80	than	O
80	bangalore	OBJ
80	mumbai	OBJ
80	london	OBJ
80	dallas	OBJ
80	denver	OBJ
81	what	O
81	is	O
81	the	O
81	difference	O
81	between	O
81	brandy	OBJ
81	and	O
81	whiskey	OBJ
82	what	O
82	is	O
82	the	O
82	difference	O
82	between	O
82	sleep	OBJ
82	and	O
82	meditation	OBJ
82	which	O
82	is	O
82	better	O
83	what	O
83	are	O
83	similarites	O
83	between	O
83	the	O
83	french	OBJ
83	revolution	OBJ
83	and	O
83	the	O
83	american	OBJ
83	revolutuion	OBJ
84	are	O
84	anglican	OBJ
84	and	O
84	church	OBJ
84	of	OBJ
84	england	OBJ
84	the	O
84	same	O
85	who	O
85	will	O
85	win	O
85	this	O
85	sunday	O
85	seahawks	OBJ
85	or	O
85	packers	OBJ
86	in	O
86	what	O
86	way	O
86	is	O
86	kosher	OBJ
86	chicken	OBJ
86	different	O
86	from	O
86	brined	OBJ
86	chicken	OBJ
86	in	O
86	terms	O
86	of	O
86	salt	O
86	absorbtion	O
87	should	O
87	i	O
87	have	O
87	my	O
87	funko	OBJ
87	pop	OBJ
87	toy	OBJ
87	signed	OBJ
87	or	O
87	just	OBJ
87	have	OBJ
87	the	OBJ
87	box	OBJ
87	signed	OBJ
88	why	O
88	was	O
88	immigration	OBJ
88	through	OBJ
88	angel	OBJ
88	island	OBJ
88	more	O
88	difficult	O
88	than	O
88	immigration	OBJ
88	through	OBJ
88	ellis	OBJ
88	island	OBJ
89	is	O
89	it	O
89	a	O
89	better	O
89	idea	O
89	to	O
89	buy	OBJ
89	oneplus3	OBJ
89	or	O
89	i	O
89	should	O
89	go	OBJ
89	for	OBJ
89	an	OBJ
89	short	OBJ
89	term	OBJ
89	phone	OBJ
89	which	OBJ
89	works	OBJ
89	for	OBJ
89	1	OBJ
89	2	OBJ
89	years	OBJ
90	what	O
90	are	O
90	the	O
90	most	O
90	common	O
90	traffic	OBJ
90	convictions	OBJ
90	in	OBJ
90	arkansas	OBJ
90	and	O
90	how	O
90	does	O
90	the	O
90	severity	O
90	of	O
90	the	O
90	convictions	O
90	differ	O
90	in	OBJ
90	colorado	OBJ
91	what	O
91	is	O
91	the	O
91	longest	OBJ
91	roller	OBJ
91	coaster	OBJ
91	in	OBJ
91	the	OBJ
91	united	OBJ
91	kingdom	OBJ
91	and	O
91	how	O
91	does	O
91	it	O
91	compare	O
91	to	O
91	the	O
91	longest	OBJ
91	roller	OBJ
91	coaster	OBJ
91	in	OBJ
91	singapore	OBJ
92	when	O
92	is	O
92	the	O
92	random	OBJ
92	forest	OBJ
92	better	O
92	than	O
92	decision	OBJ
92	tree	OBJ
93	which	O
93	is	O
93	better	O
93	mac	OBJ
93	or	O
93	pc	OBJ
94	which	O
94	is	O
94	better	O
94	better	O
94	yahoo	OBJ
94	or	O
94	google	OBJ
94	and	O
94	why	O
95	what	O
95	were	O
95	the	O
95	major	OBJ
95	effects	OBJ
95	of	OBJ
95	the	OBJ
95	cambodia	OBJ
95	earthquake	OBJ
95	and	O
95	how	O
95	do	O
95	these	O
95	effects	O
95	compare	O
95	to	O
95	the	O
95	peru	OBJ
95	earthquake	OBJ
95	in	OBJ
95	1687	OBJ
96	what	O
96	brand	O
96	is	O
96	better	O
96	tampax	OBJ
96	or	O
96	playtex	OBJ
97	what	O
97	s	O
97	the	O
97	difference	O
97	between	O
97	a	O
97	nucleotide	OBJ
97	and	O
97	a	O
97	nucleoside	OBJ
98	why	O
98	boy	OBJ
98	like	O
98	aunties	O
98	more	O
98	than	O
98	girls	OBJ
99	which	O
99	one	O
99	is	O
99	correct	O
99	it	OBJ
99	s	OBJ
99	no	OBJ
99	big	OBJ
99	deal	OBJ
99	it	OBJ
99	s	OBJ
99	not	OBJ
99	a	OBJ
99	big	OBJ
99	deal	OBJ
99	or	O
99	it	OBJ
99	s	OBJ
99	not	OBJ
99	big	OBJ
99	deal	OBJ
99	or	O
99	are	O
99	they	O
99	all	O
99	correct	O
100	which	O
100	hurts	O
100	more	O
100	being	OBJ
100	in	OBJ
100	love	OBJ
100	or	O
100	losing	OBJ
100	your	OBJ
100	love	OBJ
101	are	O
101	european	OBJ
101	white	OBJ
101	truffles	OBJ
101	significantly	O
101	superior	O
101	in	O
101	flavour	O
101	to	O
101	those	OBJ
101	from	OBJ
101	north	OBJ
101	america	OBJ
102	what	O
102	is	O
102	the	O
102	difference	O
102	pimenton	OBJ
102	ahumado	OBJ
102	vs	O
102	pimenton	OBJ
102	de	OBJ
102	la	OBJ
102	vera	OBJ
103	who	O
103	has	O
103	a	O
103	better	O
103	fantasy	O
103	football	O
103	product	O
103	yahoo	OBJ
103	espn	OBJ
103	or	O
103	sportsline	OBJ
104	is	O
104	north	OBJ
104	korea	OBJ
104	and	O
104	south	OBJ
104	korean	OBJ
104	language	OBJ
104	the	O
104	same	O
105	should	O
105	those	O
105	more	O
105	interested	O
105	in	O
105	research	O
105	choose	OBJ
105	a	OBJ
105	postdoc	OBJ
105	or	O
105	teaching	OBJ
105	position	OBJ
106	how	O
106	different	O
106	would	O
106	the	O
106	facebook	OBJ
106	and	OBJ
106	twitter	OBJ
106	news	OBJ
106	feeds	OBJ
106	of	OBJ
106	indian	OBJ
106	politicians	OBJ
106	look	O
106	like	O
106	in	O
106	comparison	O
106	to	O
106	what	OBJ
106	an	OBJ
106	average	OBJ
106	indian	OBJ
106	sees	OBJ
107	is	O
107	a	O
107	pony	OBJ
107	a	O
107	baby	OBJ
107	horse	OBJ
108	what	O
108	is	O
108	the	O
108	difference	O
108	between	O
108	blood	OBJ
108	clot	OBJ
108	and	O
108	muscle	OBJ
108	pain	OBJ
109	are	O
109	pumas	OBJ
109	cougars	OBJ
109	and	O
109	mountain	OBJ
109	lions	OBJ
109	the	O
109	same	O
109	animal	O
110	what	O
110	is	O
110	the	O
110	benefit	O
110	of	O
110	writing	OBJ
110	lecture	OBJ
110	notes	OBJ
110	for	OBJ
110	an	OBJ
110	introductory	OBJ
110	course	OBJ
110	vs	O
110	using	OBJ
110	a	OBJ
110	textbook	OBJ
111	is	O
111	it	O
111	better	O
111	to	O
111	dual	OBJ
111	boot	OBJ
111	or	O
111	run	OBJ
111	a	OBJ
111	vm	OBJ
112	should	O
112	i	O
112	change	O
112	most	O
112	of	O
112	my	O
112	money	O
112	in	OBJ
112	my	OBJ
112	home	OBJ
112	country	OBJ
112	or	O
112	in	OBJ
112	the	OBJ
112	destination	OBJ
112	country	OBJ
113	im	O
113	confused	O
113	which	O
113	came	O
113	first	O
113	the	O
113	chicken	OBJ
113	or	O
113	the	O
113	egg	OBJ
114	how	O
114	do	O
114	short	OBJ
114	and	O
114	open	OBJ
114	circuits	OBJ
114	compare	O
114	and	O
114	contrast	O
115	who	O
115	seems	O
115	more	O
115	guilty	O
115	o	OBJ
115	j	OBJ
115	simpson	OBJ
115	or	O
115	michael	OBJ
115	jackson	OBJ
116	which	O
116	is	O
116	better	O
116	chef	OBJ
116	s	OBJ
116	knife	OBJ
116	for	O
116	cutting	O
116	chicken	O
116	or	O
116	butcher	OBJ
116	s	OBJ
117	who	O
117	sold	O
117	the	O
117	most	O
117	records	O
117	elvis	OBJ
117	or	O
117	the	O
117	beatles	OBJ
118	what	O
118	is	O
118	it	O
118	like	O
118	flying	O
118	from	O
118	bangkok	OBJ
118	to	O
118	manila	OBJ
118	and	O
118	how	O
118	are	O
118	these	OBJ
118	touristic	OBJ
118	cities	OBJ
118	compared	O
118	to	O
118	tokyo	OBJ
119	is	O
119	it	O
119	better	O
119	for	O
119	a	O
119	mathematical	O
119	paper	O
119	to	O
119	have	OBJ
119	a	OBJ
119	citation	OBJ
119	or	O
119	a	O
119	nice	OBJ
119	theorem	OBJ
119	another	OBJ
119	coauthor	OBJ
120	what	O
120	are	O
120	some	OBJ
120	common	OBJ
120	examples	OBJ
120	of	OBJ
120	non	OBJ
120	vascular	OBJ
120	plants	OBJ
120	and	O
120	how	O
120	do	O
120	they	O
120	compare	O
120	and	O
120	contrast	O
120	to	O
120	vascular	O
120	plants	O
121	which	O
121	is	O
121	better	O
121	in	O
121	japan	O
121	car	OBJ
121	rental	OBJ
121	vs	O
121	public	OBJ
121	transport	OBJ
122	what	O
122	s	O
122	the	O
122	difference	O
122	between	O
122	genre	OBJ
122	and	O
122	style	OBJ
123	which	O
123	is	O
123	better	O
123	adobe	OBJ
123	acrobat	OBJ
123	pro	OBJ
123	dc	OBJ
123	vs	O
123	adobe	O
123	acrobat	O
123	pro	O
124	is	O
124	there	O
124	a	O
124	difference	O
124	between	O
124	anxiety	OBJ
124	attacks	OBJ
124	and	O
124	panic	OBJ
124	attacks	OBJ
125	who	O
125	is	O
125	bigger	O
125	yahoo	OBJ
125	or	O
125	google	OBJ
126	should	O
126	i	O
126	use	O
126	lighter	OBJ
126	or	O
126	heavier	OBJ
126	paper	OBJ
126	for	O
126	my	O
126	printed	O
126	dissertation	O
127	which	O
127	is	O
127	better	O
127	bollywood	OBJ
127	or	O
127	kollywood	OBJ
128	what	O
128	s	O
128	the	O
128	difference	O
128	between	O
128	wifi	OBJ
128	and	O
128	bluetooth	OBJ
129	which	O
129	do	O
129	you	O
129	prefer	O
129	windows	OBJ
129	or	O
129	macintosh	OBJ
130	what	O
130	is	O
130	america	OBJ
130	s	OBJ
130	incarceration	OBJ
130	rate	OBJ
130	compared	O
130	to	O
130	other	OBJ
130	countries	OBJ
131	what	O
131	is	O
131	the	O
131	difference	O
131	between	O
131	a	O
131	thought	OBJ
131	feeling	OBJ
131	emotion	OBJ
131	mood	OBJ
131	and	O
131	attitude	OBJ
132	what	O
132	is	O
132	the	O
132	different	O
132	between	O
132	yahoo	OBJ
132	interface	OBJ
132	in	OBJ
132	old	OBJ
132	version	OBJ
132	and	O
132	lastest	OBJ
132	one	OBJ
133	what	O
133	is	O
133	the	O
133	difference	O
133	between	O
133	type	OBJ
133	1	OBJ
133	and	O
133	type	OBJ
133	2	OBJ
133	seyfert	OBJ
133	galaxies	OBJ
134	what	O
134	is	O
134	the	O
134	difference	O
134	between	O
134	top	OBJ
134	of	OBJ
134	the	OBJ
134	lake	OBJ
134	and	O
134	china	OBJ
134	girl	OBJ
135	are	O
135	political	OBJ
135	parties	OBJ
135	in	OBJ
135	the	OBJ
135	u	OBJ
135	s	OBJ
135	just	O
135	like	O
135	china	OBJ
135	s	OBJ
135	one	OBJ
135	party	OBJ
136	what	O
136	is	O
136	it	O
136	like	O
136	flying	O
136	from	O
136	bangkok	OBJ
136	to	OBJ
136	manila	OBJ
136	and	O
136	how	O
136	are	O
136	these	O
136	touristic	O
136	cities	O
136	compared	O
136	to	O
136	xi	OBJ
136	an	OBJ
137	which	O
137	company	O
137	is	O
137	better	O
137	overall	O
137	google	OBJ
137	or	O
137	yahoo	OBJ
138	what	O
138	is	O
138	the	O
138	difference	O
138	between	O
138	mince	OBJ
138	and	O
138	dice	OBJ
139	which	O
139	one	O
139	is	O
139	louder	O
139	a	O
139	clarinet	OBJ
139	or	O
139	a	O
139	flute	OBJ
140	is	O
140	it	O
140	better	O
140	to	O
140	have	OBJ
140	just	OBJ
140	two	OBJ
140	good	OBJ
140	letters	OBJ
140	of	OBJ
140	recommendation	OBJ
140	or	O
140	two	OBJ
140	good	OBJ
140	letters	OBJ
140	and	OBJ
140	one	OBJ
140	bad	OBJ
140	letter	OBJ
140	if	O
140	three	O
140	are	O
140	expected	O
141	what	O
141	is	O
141	the	O
141	difference	O
141	between	O
141	zamindari	OBJ
141	ryotwari	OBJ
141	and	O
141	mahalwari	OBJ
141	system	OBJ
142	what	O
142	is	O
142	the	O
142	similarity	O
142	between	O
142	digestion	OBJ
142	and	O
142	decomposition	OBJ
143	which	O
143	is	O
143	better	O
143	family	OBJ
143	guy	OBJ
143	or	O
143	simpsons	OBJ
144	what	O
144	is	O
144	the	O
144	difference	O
144	between	O
144	socialism	OBJ
144	and	O
144	communism	OBJ
145	when	O
145	do	O
145	we	O
145	use	O
145	who	OBJ
145	or	O
145	whom	OBJ
146	what	O
146	s	O
146	better	O
146	family	OBJ
146	guy	OBJ
146	or	O
146	simpsons	OBJ
147	what	O
147	is	O
147	the	O
147	difference	O
147	between	O
147	a	O
147	scripting	OBJ
147	language	OBJ
147	and	O
147	a	O
147	normal	OBJ
147	programming	OBJ
147	language	OBJ
148	why	O
148	is	O
148	bronze	OBJ
148	preferred	O
148	over	O
148	copper	OBJ
148	metal	OBJ
148	for	O
148	making	O
148	statues	O
149	what	O
149	is	O
149	the	O
149	difference	O
149	between	O
149	make	OBJ
149	in	OBJ
149	india	OBJ
149	and	O
149	make	OBJ
149	america	OBJ
149	great	OBJ
149	again	OBJ
150	how	O
150	is	O
150	the	O
150	average	OBJ
150	case	OBJ
150	running	OBJ
150	time	OBJ
150	of	O
150	the	O
150	quick	O
150	sort	O
150	algorithm	O
150	closer	O
150	to	O
150	the	O
150	best	OBJ
150	case	OBJ
150	o	OBJ
150	n	OBJ
150	log	OBJ
150	n	OBJ
150	than	O
