sentence_id	words	labels
77	want	O
77	to	O
77	buy	O
77	a	O
77	smartphone	O
77	under	O
77	rs	O
77	14000	O
77	which	O
77	has	O
77	good	O
77	performance	ASP
77	and	O
77	camera	ASP
77	quality	ASP
77	so	O
77	which	O
77	smartphone	O
77	should	O
77	i	O
77	buy	O
78	why	O
78	was	O
78	immigration	O
78	through	O
78	angel	O
78	island	O
78	more	O
78	difficult	ASP
78	than	O
78	immigration	O
78	through	O
78	ellis	O
78	island	O
79	who	O
79	has	O
79	the	O
79	most	O
79	pga	ASP
79	tour	ASP
79	wins	ASP
79	in	ASP
79	a	ASP
79	season	ASP
80	who	O
80	has	O
80	scored	ASP
80	the	O
80	most	O
80	runs	ASP
80	in	ASP
80	mlb	ASP
80	history	ASP
81	which	O
81	two	O
81	states	O
81	in	O
81	india	O
81	has	O
81	most	O
81	beautiful	ASP
81	women	ASP
81	and	O
81	why	O
82	what	O
82	are	O
82	the	O
82	most	O
82	common	ASP
82	traffic	O
82	convictions	O
82	in	O
82	arkansas	O
82	and	O
82	how	O
82	does	O
82	the	O
82	severity	O
82	of	O
82	the	O
82	convictions	O
82	differ	O
82	in	O
82	colorado	O
83	who	O
83	has	O
83	the	O
83	fastest	O
83	slapshot	ASP
83	in	ASP
83	the	ASP
83	nhl	ASP
84	how	O
84	much	O
84	protein	O
84	should	O
84	i	O
84	take	O
84	per	ASP
84	day	ASP
84	for	ASP
84	working	ASP
84	out	ASP
85	what	O
85	is	O
85	the	O
85	best	O
85	city	O
85	for	O
85	holidays	ASP
85	in	ASP
85	india	ASP
86	what	O
86	are	O
86	some	O
86	interesting	ASP
86	things	O
86	about	O
86	indian	O
86	railways	O
87	who	O
87	has	O
87	the	O
87	fastest	O
87	time	ASP
87	in	ASP
87	the	ASP
87	nfl	ASP
87	combine	ASP
88	why	O
88	boy	O
88	like	ASP
88	aunties	ASP
88	more	O
88	than	O
88	girls	O
89	which	O
89	sql	O
89	iso	O
89	install	ASP
89	per	ASP
89	core	ASP
90	are	O
90	european	O
90	white	O
90	truffles	O
90	significantly	O
90	superior	O
90	in	O
90	flavour	ASP
90	to	O
90	those	O
90	from	O
90	north	O
90	america	O
91	what	O
91	phrases	O
91	does	O
91	donald	ASP
91	trump	ASP
91	repeat	ASP
91	the	O
91	most	O
92	what	O
92	are	O
92	the	O
92	most	O
92	iconic	ASP
92	images	O
93	what	O
93	is	O
93	the	O
93	highest	O
93	exporter	O
93	of	O
93	natural	ASP
93	gas	ASP
93	in	ASP
93	the	ASP
93	middle	ASP
93	east	ASP
94	which	O
94	agar	O
94	will	O
94	grow	ASP
94	most	O
94	types	ASP
94	of	ASP
94	neisseria	ASP
95	what	O
95	photograph	O
95	can	O
95	be	O
95	considered	O
95	the	O
95	rarest	O
95	in	ASP
95	the	ASP
95	world	ASP
96	what	O
96	is	O
96	the	O
96	best	O
96	online	O
96	source	O
96	for	O
96	learning	ASP
96	about	ASP
96	options	ASP
96	trading	ASP
97	which	O
97	books	O
97	should	O
97	one	O
97	definitely	O
97	read	O
97	in	O
97	one	ASP
97	s	ASP
97	life	ASP
97	time	ASP
98	who	O
98	had	O
98	the	O
98	most	O
98	rbi	ASP
98	in	ASP
98	2011	ASP
98	regular	ASP
98	season	ASP
99	where	O
99	do	O
99	most	O
99	immigrants	ASP
99	come	ASP
99	from	ASP
99	to	ASP
99	australia	ASP
100	what	O
100	is	O
100	the	O
100	most	O
100	common	ASP
100	cause	O
100	of	O
100	depurination	O
101	which	O
101	organelle	O
101	produces	ASP
101	the	O
101	most	O
101	heat	ASP
102	what	O
102	is	O
102	the	O
102	best	O
102	place	O
102	to	O
102	get	ASP
102	a	ASP
102	hair	ASP
102	transplant	ASP
102	in	ASP
102	bangalore	ASP
103	which	O
103	youtube	O
103	video	O
103	has	O
103	the	O
103	highest	O
103	like	ASP
103	dislike	ASP
103	ratio	ASP
104	which	O
104	idea	O
104	best	O
104	describes	ASP
104	an	ASP
104	element	ASP
104	of	ASP
104	an	ASP
104	unlimited	ASP
104	government	ASP
105	what	O
105	are	O
105	the	O
105	most	O
105	interesting	ASP
105	products	O
105	and	O
105	innovations	O
105	that	O
105	spark	O
105	therapeutics	O
105	is	O
105	coming	O
105	out	O
105	with	O
105	in	O
105	2016	O
106	what	O
106	is	O
106	one	O
106	essential	ASP
106	element	O
106	of	O
106	historical	O
106	fiction	O
107	what	O
107	is	O
107	the	O
107	most	O
107	current	ASP
107	version	O
107	of	O
107	flash	O
108	what	O
108	is	O
108	the	O
108	most	O
108	common	ASP
108	thing	O
108	that	O
108	causes	O
108	a	O
108	dewalt	O
108	mitre	O
108	saw	O
108	motor	O
108	to	O
108	get	O
108	weak	O
109	which	O
109	is	O
109	better	O
109	chef	O
109	s	O
109	knife	O
109	for	O
109	cutting	ASP
109	chicken	ASP
109	or	O
109	butcher	O
109	s	O
110	who	O
110	was	O
110	most	O
110	responsible	ASP
110	for	ASP
110	the	ASP
110	second	ASP
110	part	ASP
110	of	ASP
110	cell	ASP
110	theory	ASP
110	that	ASP
110	cells	ASP
110	come	ASP
110	from	ASP
110	previous	ASP
110	cells	ASP
111	who	O
111	gets	ASP
111	the	O
111	most	O
111	punishments	ASP
111	on	ASP
111	impractical	ASP
111	jokers	ASP
112	who	O
112	sold	ASP
112	the	O
112	most	O
112	records	ASP
112	elvis	O
112	or	O
112	the	O
112	beatles	O
113	which	O
113	english	O
113	comedian	O
113	became	O
113	the	O
113	first	O
113	moomba	ASP
113	king	ASP
113	in	ASP
113	1967	ASP
114	is	O
114	it	O
114	better	O
114	for	O
114	a	O
114	mathematical	ASP
114	paper	ASP
114	to	O
114	have	O
114	a	O
114	citation	O
114	or	O
114	a	O
114	nice	O
114	theorem	O
114	another	O
114	coauthor	O
115	which	O
115	hawaiian	O
115	island	O
115	shows	O
115	the	O
115	most	O
115	volcanic	ASP
115	activity	ASP
116	who	O
116	stole	ASP
116	the	O
116	most	O
116	bases	ASP
116	in	ASP
116	major	ASP
116	league	ASP
116	baseball	ASP
117	who	O
117	is	O
117	the	O
117	most	O
117	overrated	ASP
117	actress	O
117	in	O
117	bollywood	O
117	today	O
118	who	O
118	has	O
118	most	O
118	followers	ASP
118	on	ASP
118	quora	ASP
118	right	ASP
118	now	ASP
119	who	O
119	was	O
119	the	O
119	last	O
119	us	O
119	president	O
119	to	O
119	be	ASP
119	assassinated	ASP
120	what	O
120	is	O
120	the	O
120	most	O
120	embarassing	ASP
120	moment	O
120	in	O
120	front	O
120	of	O
120	your	O
120	cousin	O
121	who	O
121	is	O
121	oldest	O
121	female	O
121	tennis	O
121	player	O
121	to	O
121	win	ASP
121	a	ASP
121	major	ASP
122	what	O
122	are	O
122	some	O
122	mind	ASP
122	blowing	ASP
122	wallets	O
122	that	O
122	exist	O
122	in	O
122	2016	O
122	that	O
122	most	O
122	people	ASP
122	don	ASP
122	t	ASP
122	know	ASP
122	about	ASP
123	what	O
123	shoes	O
123	look	ASP
123	better	O
123	with	O
123	khaki	ASP
123	pants	ASP
123	and	ASP
123	a	ASP
123	shirt	ASP
124	what	O
124	is	O
124	the	O
124	most	O
124	popular	ASP
124	form	O
124	of	O
124	christianity	O
124	in	O
124	united	O
124	states	O
125	what	O
125	color	O
125	shirts	O
125	goes	O
125	best	O
125	with	O
125	cream	ASP
125	color	ASP
125	pants	ASP
126	who	O
126	has	O
126	the	O
126	most	O
126	all	ASP
126	ireland	ASP
126	hurling	ASP
126	titles	ASP
127	what	O
127	are	O
127	the	O
127	hacks	O
127	to	O
127	solve	O
127	numericals	O
127	in	O
127	physics	O
127	efficiently	ASP
127	and	ASP
127	easily	ASP
128	what	O
128	are	O
128	your	ASP
128	best	O
128	moments	O
128	of	O
128	life	O
129	what	O
129	are	O
129	the	O
129	highest	O
129	grossing	ASP
129	films	O
129	adjusted	ASP
129	for	ASP
129	inflation	ASP
130	where	O
130	do	O
130	we	O
130	get	O
130	the	O
130	best	O
130	cakes	ASP
130	in	ASP
130	mumbai	ASP
131	who	O
131	is	O
131	going	O
131	to	O
131	win	O
131	the	O
131	2016	ASP
131	us	ASP
131	presidential	ASP
131	election	ASP
131	why	O
132	who	O
132	has	O
132	calculated	ASP
132	the	O
132	most	O
132	digits	ASP
132	of	ASP
132	pi	ASP
133	what	O
133	vitamins	O
133	are	O
133	good	O
133	for	O
133	skin	ASP
133	and	ASP
133	acne	ASP
134	why	O
134	is	O
134	bronze	O
134	preferred	O
134	over	O
134	copper	O
134	metal	O
134	for	O
134	making	ASP
134	statues	ASP
135	which	O
135	types	O
135	of	O
135	trees	O
135	provide	ASP
135	the	O
135	most	O
135	oxygen	ASP
136	what	O
136	is	O
136	the	O
136	most	O
136	common	ASP
136	vitamin	O
136	supplement	O
136	used	O
136	in	O
136	the	O
136	us	O
137	who	O
137	fired	ASP
137	the	O
137	first	O
137	shot	ASP
137	in	ASP
137	the	ASP
137	civil	ASP
137	war	ASP
138	what	O
138	are	O
138	good	O
138	examples	O
138	of	O
138	data	O
138	flow	O
138	diagrams	O
138	for	O
138	an	O
138	inventory	ASP
138	system	ASP
139	who	O
139	has	O
139	the	O
139	most	O
139	soccer	ASP
139	goals	ASP
139	in	ASP
139	history	ASP
140	what	O
140	is	O
140	the	O
140	best	O
140	online	O
140	course	O
140	for	O
140	studying	ASP
140	basic	ASP
140	computer	ASP
140	science	ASP
141	what	O
141	is	O
141	the	O
141	best	O
141	institute	O
141	for	O
141	cat	ASP
141	preparation	ASP
141	in	ASP
141	delhi	ASP
142	who	O
142	holds	O
142	the	O
142	record	O
142	for	O
142	most	O
142	rushing	ASP
142	yards	ASP
142	in	ASP
142	a	ASP
142	game	ASP
143	which	O
143	medium	O
143	stores	ASP
143	the	O
143	least	O
143	amount	ASP
143	of	ASP
143	information	ASP
144	is	O
144	zoe	O
144	a	O
144	good	ASP
144	name	O
145	what	O
145	are	O
145	the	O
145	most	O
145	spoken	ASP
145	languages	O
145	in	O
145	order	O
146	is	O
146	rain	O
146	water	O
146	better	O
146	than	O
146	tap	O
146	water	O
146	for	O
146	plants	ASP
147	what	O
147	is	O
147	the	O
147	most	O
147	up	O
147	to	ASP
147	date	ASP
147	android	O
147	platform	O
148	who	O
148	has	O
148	the	O
148	most	O
148	undefeated	ASP
148	record	ASP
148	in	ASP
148	boxing	ASP
149	can	O
149	cows	O
149	be	O
149	better	O
149	pets	ASP
149	than	O
149	dogs	O
149	and	O
149	cats	O
150	who	O
150	has	O
150	the	O
150	most	O
150	wins	ASP
150	in	ASP
150	super	ASP
150	bowl	ASP
150	history	ASP
151	what	O
151	are	O
151	the	O
151	four	O
151	most	O
151	recent	ASP
151	movies	O
151	directed	O
151	by	O
151	clint	O
151	eastwood	O
151	to	O
151	have	ASP
151	hit	ASP
151	the	ASP
151	big	ASP
151	screen	ASP
152	which	O
152	legislature	O
152	is	O
152	the	O
152	lower	O
152	chamber	ASP
152	to	ASP
152	the	ASP
152	senate	ASP
153	what	O
153	is	O
153	the	O
153	sahara	O
153	and	O
153	how	O
153	do	O
153	the	O
153	average	ASP
153	temperatures	ASP
153	there	O
153	compare	O
153	to	O
153	the	O
153	ones	O
153	in	O
153	the	O
153	registan	O
153	desert	O
154	which	O
154	is	O
154	the	O
154	most	O
154	affordable	ASP
154	hosting	O
154	provider	O
154	for	O
154	drupal	O
155	who	O
155	holds	O
155	the	O
155	record	O
155	for	O
155	speaking	ASP
155	the	O
155	most	O
155	languages	ASP
156	what	O
156	is	O
156	the	O
156	most	O
156	dangerous	ASP
156	carbohydrate	O
157	what	O
157	are	O
157	the	O
157	best	O
157	books	O
157	for	O
157	a	O
157	beginner	ASP
157	to	ASP
157	read	ASP
157	about	ASP
157	cognitive	ASP
157	bias	ASP
158	what	O
158	is	O
158	the	O
158	most	O
158	important	ASP
158	human	O
158	skill	O
158	in	O
158	today	O
158	s	O
158	world	O
159	how	O
159	long	O
159	should	O
159	i	O
159	stay	O
159	in	O
159	the	O
159	philippines	O
159	to	O
159	prevent	ASP
159	fees	ASP
160	what	O
160	are	O
160	the	O
160	best	O
160	cardio	O
160	exercises	O
160	for	O
160	weight	ASP
160	loss	ASP
160	that	ASP
160	don	ASP
160	t	ASP
160	require	ASP
160	equipment	ASP
161	who	O
161	became	O
161	athens	O
161	leading	O
161	philosopher	O
161	during	O
161	its	O
161	golden	ASP
161	age	ASP
162	who	O
162	was	O
162	the	O
162	first	O
162	patient	O
162	to	O
162	have	ASP
162	an	ASP
162	islet	ASP
162	cell	ASP
162	transplant	ASP
162	for	ASP
162	diabetes	ASP
163	what	O
163	are	O
163	the	O
163	most	O
163	common	ASP
163	ingredients	O
163	in	O
163	lotion	O
163	and	O
163	makeup	O
164	which	O
164	is	O
164	the	O
164	most	O
164	developed	ASP
164	city	O
164	in	O
164	india	O
165	who	O
165	scored	ASP
165	the	O
165	fastest	O
165	century	ASP
165	in	ASP
165	ipl	ASP
165	2008	ASP
166	what	O
166	is	O
166	the	O
166	fastest	O
166	bikes	O
166	in	ASP
166	the	ASP
166	world	ASP
167	why	O
167	is	O
167	ios	O
167	more	O
167	optimized	ASP
167	than	O
167	android	O
168	what	O
168	are	O
168	the	O
168	best	O
168	tech	O
168	conferences	O
168	in	O
168	europe	O
168	for	O
168	students	ASP
169	what	O
169	are	O
169	the	O
169	most	O
169	famous	ASP
169	caves	O
169	in	O
169	the	O
169	chhattisgarh	O
170	what	O
170	do	O
170	programmers	ASP
170	consider	ASP
170	a	O
170	disadvantage	O
170	of	O
170	procedural	O
170	languages	O
171	what	O
171	is	O
171	the	O
171	most	O
171	precious	ASP
171	memory	O
171	of	O
171	your	O
171	school	O
171	days	O
172	what	O
172	theory	O
172	was	O
172	a	O
172	driving	O
172	force	O
172	in	ASP
172	the	ASP
172	us	ASP
172	foreign	ASP
172	policy	ASP
173	should	O
173	i	O
173	use	O
173	vfat	O
173	or	O
173	ext3	O
173	for	O
173	a	O
173	1tb	ASP
173	external	ASP
173	usb	ASP
173	hard	ASP
173	drive	ASP
174	which	O
174	is	O
174	best	O
174	online	O
174	shopping	O
174	website	O
174	to	O
174	buy	ASP
174	home	ASP
174	appliances	ASP
175	why	O
175	do	O
175	people	O
175	use	O
175	quora	O
175	when	O
175	they	O
175	could	O
175	easily	ASP
175	find	ASP
175	the	ASP
175	answer	ASP
175	in	O
175	a	O
175	quick	O
175	google	O
175	search	O
176	what	O
176	is	O
176	the	O
176	most	O
176	bittersweet	ASP
176	moment	O
176	you	O
176	ve	O
176	experienced	O
176	in	O
176	you	O
176	life	O
177	where	O
177	can	O
177	i	O
177	get	O
177	very	O
177	professional	ASP
177	and	ASP
177	reliable	ASP
177	envelope	O
177	printing	O
177	service	O
177	in	O
177	sydney	O
178	who	O
178	was	O
178	the	O
178	first	O
178	player	O
178	in	O
178	bb	O
178	history	O
178	to	O
178	return	ASP
178	to	ASP
178	the	ASP
178	game	ASP
178	after	ASP
178	being	ASP
178	evicted	ASP
179	what	O
179	is	O
179	better	O
179	to	O
179	stay	O
179	at	O
179	the	O
179	airport	O
179	for	O
179	my	ASP
179	8	ASP
179	hour	ASP
179	layover	ASP
179	in	ASP
179	tocumen	ASP
179	or	O
179	spend	O
179	a	O
179	few	O
179	hours	O
179	in	O
179	panama	O
179	city	O
180	what	O
180	are	O
180	good	O
180	gifts	O
180	for	O
180	a	O
180	foreign	ASP
180	visitor	ASP
180	to	ASP
180	bring	ASP
180	when	ASP
180	they	ASP
180	re	ASP
180	invited	ASP
180	to	ASP
180	someone	ASP
180	s	ASP
