question,label
weather forecast for belfast ireland in september,0
which state produce most wheat,1
what's a meter,0
where is cook islands located on the world map,0
What were the Pittsburgh Pirates originally known as?,0
Who wrote The Vampire Chronicles?,0
What is the second game in the Elder Scrolls series?,0
How many children did Ron and Hermione have in Harry Potter and the Deathly Hallows?,0
When was the last game in Assassin's Creed released for PlayStation 5 in Europe?,0
How many studio albums did Weezer release in the 1990s?,0
who composed the joke quartet,0
"I just bought a Harman Kardon Onyx Studio speaker. The battery doesn't even last 1 hour when it is supposed to be 5 hours, how can I correct this?",0
In which country is the Borobudur Temple located?,0
Who became president after Bill Clinton?,1
Which actress starred in Transformers and modeled for Victoria's Secret?,0
In what ways do social networks impact family dynamics?,0
When was the director of The Sandlot born?,0
when do you get letters after your name,0
Is Islam a religion that somehow makes some proportions of its followers the most violent people on Earth?,0
What is the first book in a duology of books from the late 90s by the author who wrote Heir to the Empire?,0
What is the third book in the Left Behind series titled?,0
Does the code in The Matrix come from sushi recipes?,0
How many Super Bowls has Sonny Jurgensen won?,0
at what point does earned income become taxable,0
how long is oj sentenced to,0
Did Lil Durk release a studio album in 2020?,0
What is the longest land border in the world?,0
what is an arq transmission system,0
what is a truss structure,0
where is the delaware river on a map,0
Who directed the second Lord of the Rings book?,0
the system development life cycle (sdlc) is the traditional system development method for,0
Did Harry Potter and the Goblet of Fire come out before 2000?,1
"Which series has more games, Red Dead Redemption or Mafia?",1
why do federally exclusive jurisdictions pay local taxes?,0
When did Whitney Houston win her second Grammy?,0
Which A Song of Ice and Fire book was not released after 1997?,0
Who was a senator from California and died in office in 1891?,0
what is the difference between donald duck and daffy duck,1
What are the best academies for IAS coaching in Bangalore?,1
what day is veterans day this year,0
How many children does Jude Law have?,0
what does a dvr player do,0
Who is the oldest coach to win an NFL Championship?,0
What year was Seattle founded?,0
How many Nebula awards did Isaac Asimov win?,0
where does the thames river begin and end,0
Is Turn worth watching?,0
What can I do to improve my life?,0
"Who has more Grammys, Beyoncé or Adele?",1
What continent was the ancient Egypt civilization located on?,0
Who wrote The Executioner's Song and won the Pulitzer prize in 1980?,0
How many studio albums does Alice Cooper have?,0
Who is the longest serving British monarch of all time?,0
What is the longest road in Arizona?,0
When was the Roman Empire established?,0
Who was the head coach of the second team to win a Super Bowl?,0
Is Stephen King older than J.K. Rowling?,1
What is the last Star Wars movie called?,0
How can I get more Facebook likes?,0
When did president George W. Bush win his first term?,0
What party did the US president during the Occupy Wall Street movement belong to?,0
Was World of Warcraft released in 2004?,0
How many Rambo movies has Sylvester Stallone appeared in?,0
Is Harry Potter a Slytherin?,0
Can an infinite amount of dark or vacuum or gravitational energy be created with expansion?,0
What was the name of the second villain in Farcry 3?,0
how much water to drink a day women,0
What was the second best-selling album in the US of the 1990s?,0
How many Pirates of the Caribbean movies are there?,0
"Which Louis Sachar book has more pages, Holes or Small Steps?",1
Is there a website like Investopedia for programming?,0
I want to get a flat at rent but want to bypass the brokers fee. How can I find the contact information of flat owners in Noida?,0
what are pyramidal cells,0
What is the political party of the current Texas governor?,0
"What if your crush finds out you like him, and never talks to you again?",0
How safe is OpenVPN on Netgear Routers?,0
who was the richest man ever elected president,1
Which MLB teams have not won a World Series?,0
Which is the newest Star Wars book?,0
How many Republican governors has Connecticut had since 1990?,0
"Who was a former president and assumed office before 1990, and is still alive?",0
Which game is in the Final Fantasy series and has Ardyn Izunia as the main villain?,0
where is the largest groundhog day celebration held in the us,1
What's the interview process like for Jump Trading's Quantitative Researcher intern?,0
Which mayor of Los Angeles since 1950 did not serve multiple terms?,0
Who is the main character in Final Fantasy 8?,0
How much does it cost to become a doctor?,0
Where is the director of Scream from?,0
what street br us?,0
Where was Conan from in Howard's Conan the Warrior?,0
who plays in fear and loathing in las vegas,0
what are alkaline foods,0
who is the head coach of the baltimore ravens,0
What is the name of the first book in the Jack Reacher series?,0
How many Crash Bandicoot games can be played on the Game Boy Advance?,0
Which Chivalry game was not produced by Tripwire?,0
When was the last time Guillermo del Toro won an Academy Award for Best Director?,0
Which of the Lord of the Rings books is the longest?,0
Who is Harry Potter's mother?,0
Which Final Fantasy game was in the main series and took place in Ivalice?,0
How many presidents have there been?,0
who won the espy for best nba player,1
Who was the first American woman in space?,0
"Which intelligence agency was established first, NSA or FBI?",1
Did the War in Korea come before WW II?,1
What are the things I should do before I turn 30?,1
When was the first Grammy won by Michael Jackson?,0
Who is the youngest person to win the U.S. Open?,0
Who was the first black woman in Congress?,0
What college did Robert East Lee become president of?,0
How many Star Wars movies has Chewbacca appeared in?,0
What was the fourth book in the Wheel of Time series?,0
Which Backstreet Boys album came out in 1999?,0
How many national teams has Xavi Hernández played for?,0
Did the Trails of Cold Steel series release after the Trails in the Sky series?,1
Which World War I offensive had the most casualties?,0
What was the last Star Fox game released?,0
Who plays Sheldon Cooper on the big bang theory?,0
What is the second largest state in the United States and has Austin as its capital?,0
Which of Marie Antoinette's children did not die before becoming an adult?,0
How many spouses did Marcus Junius Brutus ever have?,0
whats diggys real name from liv and maddie,0
who was on trial at the nuremberg trials,0
Do the Lynda.com app movies have DRM?,0
What is the third installment of the Xenosaga series called?,0
When was Mario from Super Mario born?,0
Which member of the Jackson 5 had an affair with Paula Abdul?,0
when does second half of season 5 of arrested development come out,0
Which state borders New Mexico and has the most populous capital city in the U.S.?,0
Which team won the 2020 Super Bowl?,0
Was Jimmy Page a guitarist?,0
who was the president of the confederacy states,0
Who does Lebron James play for?,0
what is the order of assassin's creed games,0
Does Catherine die in Wuthering Heights?,0
how old is jack van impe,0
Which NBA team won the NBA championship in 2019?,0
where is the carribean located on a map,0
when did the movie magnificent seven come out,0
Who has the Best customer service?,1
How many French soldiers died in World War I?,0
"Who is older, Ryan Gosling or Ryan Reynolds?",1
where are you from if you are danish,0
how many episodes of chrisley knows best are there,0
How do I post status to Facebook timeline from Xamarin Forms mobile app?,0
Is Denali taller than Mount Whitney?,1
"I have interest in learning Arabic in an Arabic speaking country like Egypt, Saudi and the Emirates for the purpose of reading and understanding the holy Quran. What are some suggestions from Muslims?",0
who gives out the duke of edinburgh award,0
Which governors of Michigan since 2003 have not been Democrats?,0
Who is the oldest actor to win an Oscar?,0
Did Steven Spielberg win an Oscar for Best Director?,0
what is implied return and volatility,0
cost of establishing a poultry breeding farm,0
is gift from parent considered income,0
who sings better man,0
"How many mountains in Mexico are more than 15,000 feet in elevation?",0
Has Mount St. Helens erupted after 1970?,1
Who is the fifth musician to win Album of the Year at the Grammys?,0
When did World of Warcraft come out?,0
Who was the first woman to become vice president of the United States?,0
when does mariah carey's album come out,0
who was the real rat in the departed,0
where was netflix's lost in space filmed,0
"Me and my sister grew up in the same environment, yet she is always outgoing, and I'm the exact opposite. Why is this?",0
Did Red Dead Redemption come out before Portal?,1
Which southern states did Hillary not win in the 2016 Democratic Party Primaries?,0
Which movie based on a Stephen King novel starred Tim Curry and came out in 1990?,0
What are some good free video editing softwares on the PC?,0
What river flows through China and is the longest river in China?,0
"Who won the Caldecott Medal twice and was born in Grand Rapids, Michigan?",0
how long do you leave in sutures for head wound,0
do i have any birthdays coming up this month?,0
Who was the wife of the fourth U.S. president?,0
Is George W. Bush taller than Al Gore?,1
where are they now my babysitter's a vampire,0
Does sexual orientation develop based on mutliple exposures and experiences of sexual life?,0
Is New York City the capital of the USA?,0
Who was the star of The Crazies and also went to University of Southern California?,0
what is an aryl sulfonate compound,0
Which Warcraft game didn't have Thrall in it?,0
"Due to rising tensions between India & Pakistan over the years, is a war between the two countries, inevitable? Why, or why not?",0
Was Winston Churchill married?,0
Who was the first Black head coach in the NFL?,0
How many U.S. states are a part of the Four Corners Monument?,0
how to install a sink in a countertop,0
"What official is third in line in the US presidential order of succession, president pro tempore of the Senate or Secretary of State?",1
who have chelsea got in the fa cup,0
What is the Brazilian island that has no human population and is administered by Itanhaem?,0
Which member of Queen died due to aids?,0
what is holland,0
Which *NSYNC album came out in 2000?,0
What is better Uber or Ola? Why?,1
where did the mayflower first land,0
Did Lady Gaga perform at The Super Bowl LI Halftime show?,0
What is the tallest building in the capital city of Colombia?,0
Which album by The Beatles came out in 1970?,0
when does continuing resolution end in april,0
What are some of the perspective in sociology?,0
who plays adam on the tv show mom,0
How many countries border the Caspian Sea?,0
Who created the Polio vaccine?,0
how long to kill scabies,0
"Before Phil Collins, who was the lead singer of Genesis?",0
What are some of the great qualities of UBC?,0
why use high fidelity simulators,0
What actor has the most nominations for an Academy Award?,0
I want to sale my old phone. Is it safe to sale it without formatting?,0
How many awards did the movie Parasite win?,0
Is New York City bigger than Mexico City?,1
In what year did Jimi Hendrix die?,0
jem and the holograms songs lyrics,0
Who discovered Taeniopygia and Stagonopleura?,0
What is the seventh longest river system in the world?,0
why is jones new york closing,0
"Are there revelations in the Quran that deal strictly with Prophet Muhammad's marriages, intimate relationships and issues pertaining to his sex life?",0
how to calculate filtration fraction,0
How old was the youngest U.S. president?,0
when does lucifer season 3 episode 20 air,0
Was The Legend of Zelda: Breath of the Wild published by Microsoft?,0
When was the first Fifty Shades of Grey book released?,0
Recommend a good online loyalty software as a service platform?,1
Who is a Filipino politician regarded as one of the greatest professional boxers of all time who is not in professional boxing anymore?,0
What is the second longest river in Italy?,0
Which Final Fantasy was not numbered as part of the series?,0
What is the species of the thing blocking the ship in Jolly Roger Bay of Super Mario 64?,0
how many gates are there in nagarjuna sagar dam,0
Who was the wife of the 44th president of the United States?,0
What is the year gap between the old Lion King and new Lion King movie?,0
What are some of the best sales conversations?,0
"Who had more electoral college votes when they won the presidency, George H. W. Bush or Jimmy Carter?",1
How many American Anthems are there?,0
How do I create a successful app?,0
Which movie came out in the 90s starring Van Damme and has the word kick in the title?,0
when do rams tickets go on sale 2016,0
How old is the quarterback with the most passing touchdowns in a single season?,0
"How cold can the Gobi Desert get, and how do its average temperatures compare to the ones in the Great Victoria Desert?",1
Is Donald Trump older than Jimmy Carter?,1
How old was the lead singer of Joy Division when he died?,0
Who was the only president elected unanimously by the Electoral College?,0
Which river runs through the U.S. and has its mouth at the Bering Sea?,0
where in michigan is devil's crater,0
Does Russia have a democratic government?,0
does indiana observe daylight savings time,0
Did Tom Brady win a Super Bowl after 2018?,1
Who was the very first winner of American Idol?,0
On what show was One Direction discovered?,0
how did the stations of the cross come about,0
Which actress was born in Kentucky and played Katniss Everdeen?,0
How do I delete photos in keepsafe cloud?,0
how many terms may a modern-day president of the united states serve,0
"Which French leader invaded Russia in 1812, but did not conquer it?",0
What are the important topics in the LRDI for the CAT?,0
How many books are there in the Brotherband Chronicles?,0
what sizes do ceramic kitchen knives come in?,0
What is the largest city in Canada by population?,0
what do i need to get a jamaican passport,0
Can I make mac and cheese with square cheese?,0
What is the capital of the least populous U.S. state?,0
Which Mega man game has Quick Man as a boss and Air Man as a boss?,0
on the wings of love episode 17 recap,0
"Which city is the largest city in Pakistan by population, where approximately 90% of the multinational corporations operating in Pakistan are headquartered?",0
where do states get their power in the constitution,0
How will Trump's presidency affect Indian students who are planning to do a PhD in the US?,0
When did WW II start?,0
Is Mont Blanc taller than Mount Rainier?,1
Where was Hellboy born?,0
Who is the center figure of the Trevi Fountain statues?,0
Which adjacent country is not north of the United States of America?,0
"Who is older, Sting or Bono?",1
Who was King Henry VIII married to for the least amount of time?,0
What is the political party of President Cyril Ramaphosa of South Africa?,0
What year did Harper Lee publish To Kill a Mockingbird?,0
who was on deck for the shot heard round the world,0
"In terms of units sold, did Jay-Z's ""Vol. 2: Hard Knock Life"" or ""Kingdom Come"" sell more?",1
What are some cases of bizarre deaths from history?,1
who is called the father of ayurveda in ancient india,0
How many Star Wars movies is Billy Dee Williams in?,0
What do Shahrukh Khan and Sahid Kapoor use on their hair?,0
Who was president of France and had an airport named after him?,0
When did Paul Newman start Newman's Own?,0
Did Avatar come out before the year 2000?,1
Who is the current quarterback of the Seattle Seahawks?,0
What was the name of Leonardo DiCaprio's character in Once Upon a Time in Hollywood?,0
what are the two national symbols of canada,0
Was Sean Connery the first actor to play James Bond?,0
How many games are in the Splatoon series?,0
who sang pyar tumhe kis mod pe le aaya,0
who has the most points in nba playoff history,1
who sings don't give up on me,0
Did Stephen King write Sleepwalkers or Pet Sematary first?,1
who sings if you don't know me,0
when does new king kong movie come out,0
What is the third smallest country in Africa?,0
Was Ronald Regan re-elected in 1984?,0
Was Lyndon Johnson elected to two terms as president?,0
When was the author of The Adventures of Huckleberry Finn born?,0
Is there a use case for #slack if you don't have a team?,0
Which book is first in the Hobbit series was released in 1937?,0
How can I check which system test case failed for someone's code after competition on TopCoder?,0
Which Elder Scrolls Game contains nudity and was released in 1996?,0
Which team has the most Super Bowl wins?,0
Who was running for president in 2016 who was also a former governor?,0
Which war is the Iliad written about?,0
how many legend of zelda books are there,0
What was the first baseball team created?,0
How can I make the Instagram search bar stop giving me suggestions for what I am typing before I finish typing it?,0
How old is modern Hinduism and where did its features come from and why?,0
Was Jane Austen older than Emily Bronte?,1
can you adjust the brightness of the computer,0
gwen stefani you make it feel like christmas ratings,0
Who was the first playable female character in the Resident Evil series?,0
How do I meditate?,0
Is the Roe River the shortest river in the world?,0
What are examples of unsaturated solutions?,0
Did Donald Trump win the election in 2016?,0
Which team from Kansas City won Super Bowl LIV?,0
When did Michael Phelps win his fourth Olympic gold medal?,0
what is an academic goal,0
Which of Winston Churchill's children did not live past the age of 5?,0
Is C++ a good language for machine learning?,1
what is section 107 of the copyright act referred to,0
Is Los Angeles the capital of California?,0
What is an Indian preamble?,0
what is the degrees of a 7 sided shape,0
How many Olympic Games did Michelle Kwan compete in but not win a gold medal?,0
"What does ""ROTFL"" mean?",0
Which awards was Chloe Zhao nominated for but did not win at the 93rd Academy Awards?,0
when did the little rock nine integrate central high school,0
Which Harry Potter character is the Head of the Department of Magical Law Enforcement and the aunt of Susan Bones?,0
What is the deepest river in the U.S.?,0
what kind of batteries do graphing calculators use,0
What Xbox One video game has sold the most copies?,0
Who was the first female to run for president?,0
what testing is needed for exposure to sorin,0
How many Super Bowl victories do the Seattle Seahawks have?,0
what type of music is old crow medicine show,0
who is sampled childish gambino,0
How many mountain ranges are there in Mexico?,0
Where does Zelda live?,0
"In Silent Hill 2, what electronic device alerts you when a monster is near?",0
Who was the oldest member of the Fellowship of the Ring?,0
Did Nintendo develop Halo?,0
What is the biggest city in India?,0
where do they live in big little lies,0
Which tennis player married a Reddit co-founder and lost at the French Open in 2021?,0
Did Parasite win Best Picture?,0
What is the capital city of Belgium?,0
how to alter a radon test,0
who won ru paul drag race all stars 3,0
"Since the Civil War, which US presidents were not born in the contiguous United States?",0
Who's the protagonist of the Metroid series?,0
does cruise o matic transmission shift in drive,0
Was Israel founded in 1950?,0
What Game of Thrones book is the longest?,0
Visual Effects Studios: What is a typical technical supervisor salary?,0
who plays ash the porcupine in sing,0
Which U.S. states do not share a border with any other part of the U.S.?,0
How many of the main Witcher games can be played on a Switch?,0
What is a very famous temple in Greece in honor of the Greek Goddess of wisdom?,0
Is Pope Francis the first South American pope?,0
how do i know if i have nicotine poisoning,0
where does the number 666 appear in the bible,0
How many counties are in Virginia?,0
How does one achieve an honorary doctorate?,0
Who was the longest serving senator?,0
is shaklee organic,0
Which Nier Games do not have 2B as a playable character?,0
"Who is the Portuguese player bought from Wolverhampton by Liverpool in 2020 and he was born on December 4, 1996?",0
What is the difference between WeChat and WhatsApp?,1
Did the second Harry Potter book come out before 2000?,1
how old is the actor that plays bruce wayne on gotham,0
What year did the battle of Gettysburg occur?,0
Was Pride and Prejudice written before or after Sense and Sensibility?,1
when is men's history month,0
Who is the daughter of the first queen of Egypt?,0
Is Tom Brady older than Peyton Manning?,1
When was the third U.S. president born?,0
How many books are in CS Lewis' Cosmic Trilogy?,0
what is bankable forbes,0
What is the first Halloween movie?,0
What is the name of the fourth largest country in the world?,0
Which continents are not connected to others by land?,0
Who was a former Arkansas governor and president of the United States?,0
Which are the famous tourist places in Chhattisgarh?,1
"In the hydrogen emission spectrum, why does the gap between two series increases in the direction of increasing energy?",0
For which movie were the Coen brothers nominated for an Academy Award for Best Director but did not win?,0
Who was the first woman to run for president in the United States?,0
Who is a member of both Tool and A Perfect Circle?,0
What is the birthplace of blues music?,0
Going to the bathroom 3 or 4 times at times is it normal?,0
What is the name of the card game in Witcher 3?,0
how many episodes in the last series of pretty little liars,0
What year was the first Hunger Games book written?,0
what are the original jurisdiction of the supreme court,0
How many different teams has James Harden played for?,0
Which actor did not continue his career after starring in The Old Man & the Gun?,0
Which Thor movie from the original trilogy does not star Natalie Portman?,0
Who was the engineer in charge of making the Willis Tower?,0
How comfortable are jump seats on an airliner?,0
when did the dutch go to south africa,0
In how many movies has Laurence Fishburne played the character Morpheus?,0
what is base salary differentiation,0
Did Single Ladies come out the same year as Halo?,1
Which game received the most Game of the Year Awards in 2019?,0
What was the third movie Johnny Depp appeared in?,0
Who was the shortest serving United States president?,0
How many non-contiguous states did Joe Biden win in the 2020 Presidential Election?,0
What country known today was the ancient Persian civilization located in?,0
what county is jacksonville beach,0
What should you do if your car battery doesn't hold charge?,0
what is academic transcript,0
where does the tree of life come from,0
How many countries in Europe are still sovereign monarchies?,0
Who is the longest serving Indian president in terms of number of years?,0
Who is the shortest member in Blackpink?,0
How many people made up the First Triumvirate?,0
Who is the distributor of the upcoming TV series based upon the Tolkien Middle Earth books?,0
who told the first tale in canterbury tales,0
who won the most recent hell's kitchen,0
what is cisco fvrf ivrf?,0
Which American Idol winner was one of the voice casts for Trolls World Tour?,0
How many children does the lead singer of No Doubt have?,0
What is the tenth book in the Nancy Drew series?,0
when did the movie titanic 2 come out,0
What is the name of the fourth game in the Grand Theft Auto series?,0
What was the first MLB team Manny Ramirez played for?,0
What platform was Half-Life first released on?,0
when was we're not gonna take it written,0
what is the end of a cigarette called,0
Can there ever be peace in this world?,0
Why don't guns have fingerprint detection capabilities?,0
What ancient civilization invented paper?,0
What are the pros and cons to removing a Hemmorragic kidney cyst?,1
Brazil shares a border with every South American country except which two?,0
Is Cloud Strife taller than Tifa Lockhart?,1
How many games of The Sims were released?,0
How many Academy Awards has Martin Scorsese won?,0
What are the best Cyanide & Happiness comics?,1
How do I lose weight?,0
How many items needed to be destroyed to kill Voldemort?,0
where are most nitrogen compounds excreted from humans,1
How many States made up the original colonies of the United States of America?,0
When is the last time Michael Phelps won an Olympic medal?,0
In what year did the first Sonic the Hedgehog game come out?,0
Which member of the 2021 U.S. Olympic women's gymnastics team has 3 individual gold medals and sat out for the 2021 team final?,0
What city has the nickname of Sin City?,0
What company made Warcraft?,0
Which country has the most fresh water in the world?,0
What year did Elizabeth Gaskell die?,0
How many sisters does Elizabeth Bennett have?,0
What is a nuclear fusion reactor?,0
What is the Steel City?,0
When did the original Super Mario Bros game come out?,0
1. Why do we need facts?,0
Who played Harry Potter?,0
In what year was the third president of the United States born?,0
who has been on the ellen show the most times,1
Who was both once a Notre Dame receiver as well as a Chicago Cubs pitcher?,0
What nationality is J. K. Rowling?,0
What team plays at Ball Arena and used to have Carmelo Anthony?,0
What are the best thriller movies of all time?,1
Where does Winnie the Pooh live?,0
where did the civil war end in 1865,0
Which actress was in a leading role in Harry Potter and attended Brown University?,0
when do i drink my protein shake,0
What was the first communist country?,0
Was Florida Georgia Line founded before Rascal Flatts?,0
Does Hawaii have 137 islands?,0
How old is the current manager of Liverpool Football Club?,0
What is the last book in the Lord of the Rings series? 4?,0
are tapeworm deadkly,0
Did Canada become fully independent from the United Kingdom in 1982?,0
Was Northanger Abbey published before Jane Austen's death?,1
who was the frank wright falling water house built for,0
Did The Chordettes' Mr. Sandman come out before 1955?,1
What are the top most SEO Company in Delhi?,1
CAN A PREVIOUS UAN number BE TRACED using PAN CARD?,0
"In 2018, which Grand Slam tennis tournament did Naomi Osaka NOT advance to at least the 3rd round of competition?",0
Who was the youngest president at the start of their presidency?,0
How do I make a woman horny?,0
